loc_rowid,pl_hostname,pl_name,pl_pnum,pl_orbper,pl_orbeccen,ra_str,ra,dec_str,dec,st_dist,st_teff,st_mass,st_rad,pl_masse,pl_rade,pl_disc,pl_mnum,st_lum
681,HD 22781,HD 22781 b,1,528.07000000,0.819100,03h40m49.53s,55.206356,+31d49m34.6s,31.826290,32.63,5027.00,0.75,,,,2011,0,
682,HD 23079,HD 23079 b,1,730.59998000,0.100000,03h39m43.09s,54.929562,-52d54m57.0s,-52.915836,33.49,5974.00,1.12,1.07,,,2001,0,
683,HD 23127,HD 23127 b,1,1211.17000000,0.406000,03h39m23.64s,54.848495,-60d04m40.2s,-60.077843,94.11,5843.00,1.21,1.49,,,2006,0,
684,HD 231701,HD 231701 b,1,141.63000000,0.130000,19h32m04.16s,293.017334,+16d28m27.4s,16.474291,109.22,6101.00,1.21,1.53,,,2007,0,0.470
685,HD 233604,HD 233604 b,1,192.00000000,0.050000,09h09m48.81s,137.453380,+53d34m05.6s,53.568230,868.63,4791.00,1.50,10.90,,,2013,0,1.750
686,HD 233832,HD 233832 b,1,2058.00000000,0.359000,11h26m05.49s,171.522858,+50d22m32.8s,50.375778,58.84,4981.00,0.71,0.68,,,2018,0,
687,HD 23472,HD 23472 b,2,17.66700000,0.000000,03h41m50.40s,55.459988,-62d46m01.5s,-62.767075,39.08,,0.75,0.73,17.92000,,2019,0,-0.636
688,HD 23472,HD 23472 c,2,29.62500000,0.000000,03h41m50.40s,55.459988,-62d46m01.5s,-62.767075,39.08,,0.75,0.73,17.18000,,2019,0,-0.636
689,HD 23596,HD 23596 b,1,1561.00000000,0.270000,03h48m00.37s,57.001556,+40d31m50.3s,40.530636,52.08,6040.00,1.47,1.53,,,2003,0,
690,HD 238914,HD 238914 b,1,4100.00000000,0.560000,18h38m20.21s,279.584229,+59d15m13.9s,59.253857,527.24,4769.00,1.47,12.73,,,2018,0,1.850
691,HD 240210,HD 240210 b,1,501.75000000,0.150000,23h10m29.23s,347.621792,+57d01m46.0s,57.029456,142.86,4297.00,0.82,,,,2009,0,1.550
692,HD 240237,HD 240237 b,1,745.70001000,0.400000,23h15m42.22s,348.925934,+58d02m35.7s,58.043240,958.16,3926.00,8.76,71.23,,,2011,0,
693,HD 24040,HD 24040 b,1,3668.00000000,0.040000,03h50m22.97s,57.595699,+17d28m34.9s,17.476366,46.68,5802.00,1.11,1.30,,,2006,0,
694,HD 24064,HD 24064 b,1,535.59998000,0.350000,03h56m36.30s,59.151241,+74d04m48.1s,74.080032,302.86,4052.00,1.61,40.00,,,2015,0,
695,HD 24085,HD 24085 b,1,2.04550000,0.220000,03h45m01.55s,56.256458,-70d01m26.8s,-70.024101,54.99,6034.00,1.22,,,,2019,0,
696,HD 25015,HD 25015 b,1,6019.32000000,0.390000,03h57m43.92s,59.432999,-20d16m04.1s,-20.267792,37.47,5160.00,0.86,0.83,,,2019,0,
697,HD 25171,HD 25171 b,1,1802.29000000,0.042000,03h55m49.44s,58.956001,-65d11m12.0s,-65.186676,55.70,6125.00,1.08,1.23,,,2010,0,
698,HD 2638,HD 2638 b,1,3.44420000,0.000000,00h29m59.87s,7.499466,-05d45m50.4s,-5.764002,55.05,5186.00,0.77,0.94,,,2005,0,
699,HD 2685,HD 2685 b,1,4.12688000,0.091000,00h29m18.95s,7.328958,-76d18m14.62s,-76.304061,197.98,6801.00,1.43,1.56,371.86110,16.141,2019,0,0.668
700,HD 26965,HD 26965 b,1,42.37800000,0.040000,04h15m16.32s,63.818001,-07d39m10.3s,-7.652871,5.04,5072.00,0.78,0.87,,,2018,0,
701,HD 27442,HD 27442 b,1,428.10000000,0.060000,04h16m29.03s,64.120956,-59d18m07.8s,-59.302155,18.28,4846.00,1.23,,,,2000,0,
702,HD 27631,HD 27631 b,1,2198.14000000,0.141000,04h19m45.47s,64.939461,-41d57m37.0s,-41.960266,50.36,5737.00,0.94,0.92,,,2012,0,
703,HD 27894,HD 27894 b,3,18.02000000,0.047000,04h20m47.05s,65.196030,-59d24m39.0s,-59.410835,43.88,,0.80,,,,2005,0,
704,HD 27894,HD 27894 c,3,36.07000000,0.015000,04h20m47.05s,65.196030,-59d24m39.0s,-59.410835,43.88,,0.80,,,,2017,0,
705,HD 27894,HD 27894 d,3,5174.00000000,0.389000,04h20m47.05s,65.196030,-59d24m39.0s,-59.410835,43.88,,0.80,,,,2017,0,
706,HD 28185,HD 28185 b,1,379.00000000,0.050000,04h26m26.32s,66.609673,-10d33m03.0s,-10.550821,39.43,5662.00,1.02,1.03,,,2001,0,
707,HD 28254,HD 28254 b,1,1116.00000000,0.810000,04h24m50.71s,66.211273,-50d37m19.9s,-50.622192,54.70,5664.00,1.06,1.48,,,2010,0,0.340
708,HD 285507,HD 285507 b,1,6.08810000,0.090000,04h07m01.22s,61.755104,+15d20m06.1s,15.335032,45.09,4503.00,0.82,0.69,,,2013,0,
709,HD 285968,HD 285968 b,1,8.78360000,0.000000,04h42m55.78s,70.732407,+18d57m29.4s,18.958172,9.47,3679.00,0.45,0.45,,,2008,0,-1.472
710,HD 28678,HD 28678 b,1,380.20000000,0.149000,04h31m25.45s,67.856056,+04d34m31.0s,4.575287,190.92,4972.00,1.53,6.48,,,2011,0,
711,HD 29021,HD 29021 b,1,1362.30000000,0.459000,04h37m52.22s,69.467590,+60d40m34.3s,60.676197,31.02,5560.00,0.85,0.85,,,2017,0,
712,HD 290327,HD 290327 b,1,2443.00000000,0.080000,05h23m21.56s,80.839851,-02d16m39.4s,-2.277619,56.52,5505.00,0.84,0.95,,,2009,0,
713,HD 2952,HD 2952 b,1,311.60001000,0.130000,00h33m10.39s,8.293311,+54d53m41.9s,54.894985,110.45,4844.00,1.97,10.76,,,2013,0,
714,HD 30177,HD 30177 b,2,2527.83000000,0.162000,04h41m54.37s,70.476555,-58d01m14.7s,-58.020756,55.68,5607.00,1.05,1.02,,,2002,0,
715,HD 30177,HD 30177 c,2,11613.00000000,0.220000,04h41m54.37s,70.476555,-58d01m14.7s,-58.020756,55.68,5607.00,1.05,1.02,,,2016,0,
716,HD 30562,HD 30562 b,1,1157.00000000,0.760000,04h48m36.38s,72.151604,-05d40m26.6s,-5.674045,26.18,5882.00,1.12,1.61,,,2009,0,
717,HD 30669,HD 30669 b,1,1684.00000000,0.180000,04h48m28.49s,72.118690,-28d25m09.5s,-28.419298,57.10,5400.00,0.92,0.91,,,2014,0,
718,HD 30856,HD 30856 b,1,847.00000000,0.061000,04h50m17.86s,72.574425,-24d22m07.8s,-24.368839,131.70,4895.00,1.17,4.40,,,2011,0,
719,HD 31253,HD 31253 b,1,466.00000000,0.300000,04h54m43.65s,73.681892,+12d21m07.9s,12.352201,58.24,6130.00,1.70,1.75,,,2010,0,
720,HD 31527,HD 31527 b,3,16.55350000,0.100000,04h55m38.38s,73.909927,-23d14m30.8s,-23.241880,38.57,5898.00,0.96,,,,2019,0,0.079
721,HD 31527,HD 31527 c,3,51.20530000,0.040000,04h55m38.38s,73.909927,-23d14m30.8s,-23.241880,38.57,5898.00,0.96,,,,2019,0,0.079
722,HD 31527,HD 31527 d,3,271.67370000,0.240000,04h55m38.38s,73.909927,-23d14m30.8s,-23.241880,38.57,5898.00,0.96,,,,2019,0,0.079
723,HD 3167,HD 3167 b,3,0.95962400,,00h34m57.52s,8.739684,+04d22m53.3s,4.381469,47.36,5528.00,0.94,0.87,,1.700,2016,0,
724,HD 3167,HD 3167 c,3,29.83832000,,00h34m57.52s,8.739684,+04d22m53.3s,4.381469,47.36,5528.00,0.94,0.87,,2.860,2016,0,
725,HD 3167,HD 3167 d,3,8.50900000,0.360000,00h34m57.52s,8.739684,+04d22m53.3s,4.381469,47.36,5528.00,0.94,0.87,,,2017,0,
726,HD 32518,HD 32518 b,1,157.54000000,0.010000,05h09m36.72s,77.403000,+69d38m21.9s,69.639404,122.55,4580.00,1.13,10.22,,,2009,0,
727,HD 32963,HD 32963 b,1,2372.00000000,0.070000,05h07m55.76s,76.982353,+26d19m40.7s,26.327963,38.12,5727.00,0.94,,,,2015,0,
728,HD 330075,HD 330075 b,1,3.38773000,0.000000,15h49m37.69s,237.407043,-49d57m48.7s,-49.963524,45.36,5000.00,0.47,0.84,,,2004,0,
729,HD 33142,HD 33142 b,2,326.00000000,0.066000,05h07m35.54s,76.898087,-13d59m11.3s,-13.986480,121.80,4978.00,1.41,4.45,,,2011,0,
730,HD 33142,HD 33142 c,2,834.00000000,0.050000,05h07m35.54s,76.898087,-13d59m11.3s,-13.986480,121.80,4978.00,1.41,4.45,,,2018,0,
731,HD 33283,HD 33283 b,1,18.19910000,0.399000,05h08m01.01s,77.004219,-26d47m50.9s,-26.797472,90.10,5935.00,1.38,1.97,,,2006,0,0.640
732,HD 33564,HD 33564 b,1,388.00000000,0.340000,05h22m33.53s,80.639717,+79d13m52.1s,79.231148,20.97,6250.00,1.25,,,,2005,0,
733,HD 33844,HD 33844 b,2,551.40002000,0.150000,05h12m36.10s,78.150421,-14d57m04.0s,-14.951111,106.10,4861.00,1.84,5.39,,,2015,0,
734,HD 33844,HD 33844 c,2,916.00000000,0.130000,05h12m36.10s,78.150421,-14d57m04.0s,-14.951111,106.10,4861.00,1.84,5.39,,,2015,0,
735,HD 34445,HD 34445 b,6,1049.00000000,0.270000,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,46.15,5879.00,1.14,1.38,,,2009,0,
736,HD 34445,HD 34445 c,6,214.67000000,0.036000,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,46.15,5879.00,1.14,1.38,,,2017,0,
737,HD 34445,HD 34445 d,6,117.87000000,0.027000,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,46.15,5879.00,1.14,1.38,,,2017,0,
738,HD 34445,HD 34445 e,6,49.17500000,0.090000,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,46.15,5879.00,1.14,1.38,,,2017,0,
739,HD 34445,HD 34445 f,6,676.80000000,0.031000,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,46.15,5879.00,1.14,1.38,,,2017,0,
740,HD 34445,HD 34445 g,6,5700.00000000,0.032000,05h17m40.98s,79.420746,+07d21m12.0s,7.353343,46.15,5879.00,1.14,1.38,,,2017,0,
741,HD 35759,HD 35759 b,1,82.46700000,0.389000,05h31m33.35s,82.888962,+64d19m07.6s,64.318779,72.50,6060.00,1.15,,,,2016,0,
742,HD 3651,HD 3651 b,1,62.25000000,0.645000,00h39m21.81s,9.840858,+21d15m01.7s,21.250473,11.14,5221.00,0.80,,,,2003,0,
743,HD 37124,HD 37124 b,3,154.37800000,0.054000,05h37m02.49s,84.260361,+20d43m50.8s,20.730787,31.69,,0.85,,,,2002,0,
744,HD 37124,HD 37124 c,3,885.50000000,0.125000,05h37m02.49s,84.260361,+20d43m50.8s,20.730787,31.69,,0.85,,,,2002,0,
745,HD 37124,HD 37124 d,3,1862.00000000,0.160000,05h37m02.49s,84.260361,+20d43m50.8s,20.730787,31.69,,0.85,,,,2005,0,
746,HD 37605,HD 37605 b,2,55.01292000,0.674500,05h40m01.73s,85.007210,+06d03m38.1s,6.060579,46.85,5329.00,0.94,0.91,,,2004,0,-0.220
747,HD 37605,HD 37605 c,2,2720.00000000,0.030000,05h40m01.73s,85.007210,+06d03m38.1s,6.060579,46.85,5329.00,0.94,0.91,,,2012,0,-0.220
748,HD 38283,HD 38283 b,1,363.20001000,0.410000,05h37m02.02s,84.258408,-73d41m57.6s,-73.699341,38.10,5981.00,1.37,1.49,,,2010,0,
749,HD 38529,HD 38529 b,2,14.30944000,0.280000,05h46m34.91s,86.645470,+01d10m05.5s,1.168193,42.41,5541.00,1.41,2.56,,,2000,0,
750,HD 38529,HD 38529 c,2,2136.10000000,0.340700,05h46m34.91s,86.645470,+01d10m05.5s,1.168193,42.41,5541.00,1.41,2.56,,,2000,0,
751,HD 38801,HD 38801 b,1,685.25000000,0.017000,05h47m59.18s,86.996567,-08d19m39.7s,-8.327700,91.68,5338.00,1.21,2.03,,,2009,0,
752,HD 39091,HD 39091 b,2,2093.07000000,0.637000,05h37m09.89s,84.291214,-80d28m08.8s,-80.469124,18.28,6037.00,1.09,1.10,,,2001,0,0.160
753,HD 39855,HD 39855 b,1,3.24980000,0.140000,05h54m30.16s,88.625648,-19d42m15.6s,-19.704346,23.28,5576.00,0.87,,,,2019,0,
754,HD 40307,HD 40307 b,5,4.31230000,0.200000,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,12.94,4956.00,0.77,,,,2009,0,-0.639
755,HD 40307,HD 40307 c,5,9.61840000,0.060000,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,12.94,4956.00,0.77,,,,2009,0,-0.639
756,HD 40307,HD 40307 d,5,20.43200000,0.070000,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,12.94,4956.00,0.77,,,,2009,0,-0.639
757,HD 40307,HD 40307 f,5,51.76000000,0.020000,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,12.94,4956.00,0.77,,,,2013,0,-0.639
758,HD 40307,HD 40307 g,5,197.80000000,0.290000,05h54m04.24s,88.517670,-60d01m24.5s,-60.023472,12.94,4956.00,0.77,,,,2013,0,-0.639
759,HD 40956,HD 40956 b,1,578.60000000,0.240000,06h06m39.16s,91.663147,+63d27m13.8s,63.453838,116.99,4869.00,2.00,8.56,,,2017,0,1.664
760,HD 40979,HD 40979 b,1,264.14999000,0.250000,06h04m29.94s,91.124763,+44d15m37.6s,44.260445,34.12,6165.00,1.45,1.21,,,2002,0,
761,HD 41004 A,HD 41004 A b,1,963.00000000,0.740000,05h59m49.65s,89.956871,-48d14m22.9s,-48.239693,43.03,5010.00,0.70,,,,2004,0,-0.187
762,HD 41004 B,HD 41004 B b,1,1.32830000,0.081000,05h59m49.65s,89.956886,-48d14m23.4s,-48.239841,43.03,,0.40,,,,2003,0,
763,HD 4113,HD 4113 b,1,526.62000000,0.903000,00h43m12.60s,10.802486,-37d58m57.5s,-37.982632,41.92,5688.00,0.99,,,,2007,0,0.086
764,HD 42012,HD 42012 b,1,857.50000000,0.200000,06h09m56.47s,92.485275,+34d08m07.1s,34.135300,36.84,5405.00,0.83,0.82,,,2017,0,
765,HD 4203,HD 4203 b,2,431.88000000,0.520000,00h44m41.20s,11.171676,+20d26m56.1s,20.448927,81.57,5596.00,1.25,1.42,,,2001,0,
766,HD 4203,HD 4203 c,2,6700.00000000,0.240000,00h44m41.20s,11.171676,+20d26m56.1s,20.448927,81.57,5596.00,1.25,1.42,,,2014,0,
767,HD 4208,HD 4208 b,1,832.97000000,0.042000,00h44m26.65s,11.111043,-26d30m56.4s,-26.515680,34.23,5717.00,0.88,0.85,,,2001,0,
768,HD 42618,HD 42618 b,1,149.61000000,0.190000,06h12m00.57s,93.002357,+06d46m59.1s,6.783074,24.35,5727.00,1.01,1.00,,,2016,0,-0.009
769,HD 4308,HD 4308 b,1,15.56000000,0.000000,00h44m39.27s,11.163615,-65d38m58.3s,-65.649521,22.03,5686.00,0.93,1.02,,,2005,0,
770,HD 4313,HD 4313 b,1,356.21000000,0.147000,00h45m40.36s,11.418160,+07d50m42.1s,7.845021,136.82,4943.00,1.63,5.14,,,2009,0,
771,HD 43197,HD 43197 b,1,327.80000000,0.830000,06h13m35.66s,93.398590,-29d53m50.2s,-29.897270,56.30,5508.00,0.96,1.00,,,2010,0,-0.137
772,HD 43691,HD 43691 b,1,36.99870000,0.079600,06h19m34.68s,94.894485,+41d05m32.3s,41.092304,85.81,6093.00,1.32,1.60,,,2007,0,0.500
773,HD 44219,HD 44219 b,1,472.30000000,0.610000,06h20m14.32s,95.059677,-10d43m30.0s,-10.725009,50.40,5752.00,1.00,1.32,,,2010,0,0.260
774,HD 45184,HD 45184 b,2,5.88540000,0.070000,06h24m43.88s,96.182831,-28d46m48.4s,-28.780113,21.88,5869.00,1.03,,,,2019,0,0.053
775,HD 45184,HD 45184 c,2,13.13540000,0.070000,06h24m43.88s,96.182831,-28d46m48.4s,-28.780113,21.88,5869.00,1.03,,,,2019,0,0.053
776,HD 45350,HD 45350 b,1,963.60000000,0.778000,06h28m45.71s,97.190460,+38d57m46.7s,38.962963,46.94,5616.00,1.02,,,,2004,0,
777,HD 45364,HD 45364 b,2,226.93000000,0.168400,06h25m38.48s,96.410316,-31d28m51.4s,-31.480953,34.39,5434.00,0.82,,,,2008,0,-0.244
778,HD 45364,HD 45364 c,2,342.85000000,0.097400,06h25m38.48s,96.410316,-31d28m51.4s,-31.480953,34.39,5434.00,0.82,,,,2008,0,-0.244
779,HD 45652,HD 45652 b,1,44.07300000,0.607000,06h29m13.19s,97.304962,+10d56m02.0s,10.933891,34.89,5294.00,0.92,0.94,,,2008,0,-0.200
780,HD 46375,HD 46375 b,1,3.02357300,0.063000,06h33m12.62s,98.302597,+05d27m46.5s,5.462925,29.58,5285.00,0.92,,,,2000,0,
781,HD 47186,HD 47186 b,2,4.08450000,0.040000,06h36m08.79s,99.036613,-27d37m20.3s,-27.622297,37.50,5657.00,0.96,1.08,,,2008,0,
782,HD 47186,HD 47186 c,2,1353.60000000,0.249000,06h36m08.79s,99.036613,-27d37m20.3s,-27.622297,37.50,5657.00,0.96,1.08,,,2008,0,
783,HD 4732,HD 4732 b,2,360.20000000,0.130000,00h49m13.95s,12.308117,-24d08m12.0s,-24.136671,54.87,4959.00,1.74,5.40,,,2012,0,1.190
784,HD 4732,HD 4732 c,2,2732.00000000,0.230000,00h49m13.95s,12.308117,-24d08m12.0s,-24.136671,54.87,4959.00,1.74,5.40,,,2012,0,1.190
785,HD 47366,HD 47366 b,2,359.15000000,0.060000,06h37m40.79s,99.419968,-12d59m06.4s,-12.985116,84.56,4914.00,2.19,6.20,,,2016,0,1.389
786,HD 47366,HD 47366 c,2,682.85000000,0.100000,06h37m40.79s,99.419968,-12d59m06.4s,-12.985116,84.56,4914.00,2.19,6.20,,,2016,0,1.389
787,HD 47536,HD 47536 b,1,712.13000000,0.200000,06h37m47.62s,99.448410,-32d20m23.0s,-32.339733,122.95,4424.00,0.91,22.39,,,2002,0,2.270
788,HD 48265,HD 48265 b,1,778.51000000,0.211000,06h40m01.73s,100.007195,-48d32m31.0s,-48.541954,90.78,5733.00,1.31,1.90,,,2008,0,
789,HD 4917,HD 4917 b,1,400.50000000,0.066000,00h51m06.28s,12.776146,-12d55m39.4s,-12.927608,205.45,4802.00,1.32,5.01,,,2018,0,
790,HD 49674,HD 49674 b,1,4.94737000,0.090000,06h51m30.52s,102.877151,+40d52m03.9s,40.867756,43.09,5602.00,1.03,1.02,,,2002,0,
791,HD 50499,HD 50499 b,2,2447.10000000,0.266000,06h52m02.03s,103.008438,-33d54m56.0s,-33.915562,46.35,6102.00,1.25,1.35,,,2005,0,
792,HD 50499,HD 50499 c,2,8619.90000000,0.000000,06h52m02.03s,103.008438,-33d54m56.0s,-33.915562,46.35,6102.00,1.25,1.35,,,2019,0,
793,HD 50554,HD 50554 b,1,1293.00000000,0.501000,06h54m42.82s,103.678436,+24d14m44.0s,24.245558,31.19,5987.00,1.04,1.02,,,2002,0,0.143
794,HD 51608,HD 51608 b,2,14.07260000,0.090000,06h54m51.34s,103.713921,-55d15m33.6s,-55.259327,34.83,5358.00,0.80,,,,2019,0,-0.244
795,HD 51608,HD 51608 c,2,95.94460000,0.140000,06h54m51.34s,103.713921,-55d15m33.6s,-55.259327,34.83,5358.00,0.80,,,,2019,0,-0.244
796,HD 52265,HD 52265 b,1,119.27000000,0.270000,07h00m18.04s,105.075150,-05d22m01.8s,-5.367162,30.01,6136.00,1.20,,,,2000,0,
797,HD 5319,HD 5319 b,2,637.10000000,0.092000,00h55m01.40s,13.755836,+00d47m22.4s,0.789553,121.83,4871.00,1.27,4.06,,,2007,0,
798,HD 5319,HD 5319 c,2,872.20000000,0.183000,00h55m01.40s,13.755836,+00d47m22.4s,0.789553,121.83,4871.00,1.27,4.06,,,2014,0,
799,HD 55696,HD 55696 b,1,1827.00000000,0.705000,07h12m14.97s,108.062378,-38d10m28.3s,-38.174541,78.15,6012.00,1.29,1.52,,,2018,0,0.430
800,HD 5583,HD 5583 b,1,139.35000000,0.076000,00h57m56.70s,14.486255,+34d59m08.0s,34.985561,221.00,4830.00,1.01,9.09,,,2016,0,1.610
801,HD 5608,HD 5608 b,1,779.90000000,0.056000,00h58m14.22s,14.559246,+33d57m03.2s,33.950886,58.21,4877.00,1.53,5.14,,,2012,0,
802,HD 564,HD 564 b,1,492.30000000,0.096000,00h09m52.82s,2.470091,-50d16m04.2s,-50.267822,53.60,5902.00,0.96,1.01,,,2014,0,
803,HD 5891,HD 5891 b,1,177.11000000,0.070000,01h00m33.19s,15.138300,+20d17m32.9s,20.292484,285.75,4673.00,1.93,10.64,,,2011,0,
804,HD 59686 A,HD 59686 A b,1,299.36000000,0.050000,07h31m48.40s,112.951653,+17d05m09.8s,17.086046,96.80,4658.00,1.90,13.20,,,2016,0,
805,HD 60532,HD 60532 b,2,201.90000000,0.260000,07h34m03.18s,113.513252,-22d17m45.8s,-22.296066,25.99,6245.00,1.50,2.57,,,2008,0,
806,HD 60532,HD 60532 c,2,600.10000000,0.030000,07h34m03.18s,113.513252,-22d17m45.8s,-22.296066,25.99,6245.00,1.50,2.57,,,2008,0,
807,HD 62509,HD 62509 b,1,589.64000000,0.020000,07h45m18.95s,116.328957,+28d01m34.3s,28.026199,10.34,4946.00,2.10,8.31,,,2006,0,1.590
808,HD 63454,HD 63454 b,1,2.81805000,0.000000,07h39m21.85s,114.841049,-78d16m44.3s,-78.278969,37.73,4812.00,0.42,0.77,,,2005,0,
809,HD 63765,HD 63765 b,1,358.00000000,0.240000,07h47m49.72s,116.957161,-54d15m50.9s,-54.264145,32.57,5449.00,0.65,0.83,,,2009,0,
810,HD 64114,HD 64114 b,1,45.79100000,0.120000,07h51m55.89s,117.982864,-11d01m58.7s,-11.032976,31.55,5676.00,0.95,,,,2019,0,
811,HD 6434,HD 6434 b,1,21.99800000,0.170000,01h04m40.15s,16.167295,-39d29m17.6s,-39.488216,42.41,5769.00,1.10,1.12,,,2003,0,
812,HD 65216,HD 65216 b,2,577.60000000,0.270000,07h53m41.32s,118.422173,-63d38m50.4s,-63.647324,35.16,5612.00,0.87,,,,2003,0,
813,HD 65216,HD 65216 c,2,5370.00000000,0.170000,07h53m41.32s,118.422173,-63d38m50.4s,-63.647324,35.16,5612.00,0.87,,,,2013,0,
814,HD 66141,HD 66141 b,1,480.50000000,0.070000,08h02m15.94s,120.566406,+02d20m04.5s,2.334571,68.16,4323.00,1.10,21.40,,,2012,0,2.240
815,HD 66428,HD 66428 b,1,2263.12000000,0.493000,08h03m28.67s,120.869438,-01d09m45.8s,-1.162709,53.36,5773.00,1.08,1.10,,,2005,0,
816,HD 67087,HD 67087 b,2,352.20000000,0.170000,08h07m39.76s,121.915649,+31d33m04.7s,31.551319,76.69,6330.00,1.36,1.55,,,2015,0,0.540
817,HD 67087,HD 67087 c,2,2374.00000000,0.760000,08h07m39.76s,121.915649,+31d33m04.7s,31.551319,76.69,6330.00,1.36,1.55,,,2015,0,0.540
818,HD 6718,HD 6718 b,1,2496.00000000,0.100000,01h07m48.66s,16.952761,-08d14m01.3s,-8.233706,51.42,5801.00,1.08,0.95,,,2009,0,
819,HD 68402,HD 68402 b,1,1103.00000000,0.030000,08h05m23.69s,121.348717,-74d24m37.5s,-74.410416,78.61,5950.00,1.12,1.02,,,2016,0,0.068
820,HD 68988,HD 68988 b,1,6.27711000,0.120000,08h18m22.17s,124.592384,+61d27m38.6s,61.460724,60.95,5932.00,1.28,1.19,,,2001,0,
821,HD 69830,HD 69830 b,3,8.66700000,0.100000,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.56,5385.00,0.86,,,,2006,0,-0.220
822,HD 69830,HD 69830 c,3,31.56000000,0.130000,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.56,5385.00,0.86,,,,2006,0,-0.220
823,HD 69830,HD 69830 d,3,197.00000000,0.070000,08h18m23.95s,124.599777,-12d37m55.8s,-12.632174,12.56,5385.00,0.86,,,,2006,0,-0.220
824,HD 70573,HD 70573 b,1,851.80000000,0.400000,08h22m49.95s,125.708135,+01d51m33.6s,1.859323,45.70,5737.00,1.00,,,,2007,0,
825,HD 70642,HD 70642 b,1,2124.54000000,0.175000,08h21m28.14s,125.367233,-39d42m19.5s,-39.705410,29.30,5732.00,1.08,0.98,,,2003,0,
826,HD 7199,HD 7199 b,1,615.00000000,0.190000,01h10m47.22s,17.696762,-66d11m17.4s,-66.188164,36.19,5371.00,0.77,0.97,,,2011,0,
827,HD 72490,HD 72490 b,1,858.00000000,0.124000,08h33m36.65s,128.402710,+13d33m02.8s,13.550790,126.79,4934.00,1.21,4.96,,,2018,0,
828,HD 72659,HD 72659 b,1,3658.00000000,0.220000,08h34m03.19s,128.513290,-01d34m05.6s,-1.568217,51.97,5932.00,1.43,1.46,,,2002,0,
829,HD 72892,HD 72892 b,1,39.47500000,0.423000,08h34m52.60s,128.719147,-14d27m24.1s,-14.456694,69.87,5688.00,1.02,1.22,,,2016,0,0.146
830,HD 73267,HD 73267 b,1,1245.36000000,0.230000,08h36m17.78s,129.074066,-34d27m35.9s,-34.459980,54.91,5387.00,0.90,0.91,,,2008,0,
831,HD 73526,HD 73526 b,2,188.30000000,0.190000,08h37m16.48s,129.318680,-41d19m08.8s,-41.319103,97.51,5601.00,1.14,1.53,,,2002,0,
832,HD 73526,HD 73526 c,2,379.10000000,0.280000,08h37m16.48s,129.318680,-41d19m08.8s,-41.319103,97.51,5601.00,1.14,1.53,,,2005,0,
833,HD 73534,HD 73534 b,1,1750.00000000,0.126000,08h39m15.80s,129.815842,+12d57m37.4s,12.960376,83.53,4917.00,1.16,2.58,,,2008,0,
834,HD 74156,HD 74156 b,2,51.64500000,0.627000,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.60,6068.00,1.24,,,,2003,0,
835,HD 74156,HD 74156 c,2,2473.00000000,0.432000,08h42m25.12s,130.604675,+04d34m41.2s,4.578097,64.60,6068.00,1.24,,,,2003,0,
836,HD 7449,HD 7449 b,1,1255.50000000,0.920000,01h14m29.32s,18.622173,-05d02m50.6s,-5.047387,38.71,6024.00,1.05,,,,2011,0,
837,HD 75289,HD 75289 b,1,3.50927000,0.030000,08h47m40.39s,131.918289,-41d44m12.5s,-41.736794,29.14,6117.00,1.29,1.23,,,1999,0,
838,HD 75784,HD 75784 b,2,341.20000000,0.097000,08h52m23.94s,133.099747,+13d14m00.4s,13.233433,85.64,4867.00,1.26,3.40,,,2014,0,
839,HD 75784,HD 75784 c,2,7900.00000000,0.489000,08h52m23.94s,133.099747,+13d14m00.4s,13.233433,85.64,4867.00,1.26,3.40,,,2018,0,
840,HD 75898,HD 75898 b,1,422.90000000,0.110000,08h53m50.80s,133.461685,+33d03m24.5s,33.056812,78.23,5963.00,1.26,1.58,,,2007,0,0.460
841,HD 76700,HD 76700 b,1,3.97097000,0.090000,08h53m55.51s,133.481308,-66d48m03.6s,-66.800995,60.99,5644.00,0.99,1.37,,,2002,0,
842,HD 76920,HD 76920 b,1,415.40000000,0.856000,08h55m16.82s,133.820068,-67d15m55.7s,-67.265472,184.80,4698.00,1.17,7.47,,,2017,0,1.380
843,HD 77338,HD 77338 b,1,5.73610000,0.090000,09h01m12.50s,135.302063,-25d31m37.4s,-25.527061,46.00,5341.00,1.37,0.97,,,2012,0,
844,HD 7924,HD 7924 b,3,5.39792000,0.060000,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,17.00,5131.00,0.65,0.78,,,2008,0,
845,HD 7924,HD 7924 c,3,15.29900000,0.098000,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,17.00,5131.00,0.65,0.78,,,2015,0,
